id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,2015-01-12,Palestine,../vs/ple.html,N,W,4 - 0,0112.html,"15,497",Newcastle,AFC Asian Cup,../competitions/afc_asian_cup.html
2,2015-01-16,Iraq,../vs/irq.html,N,W,1 - 0,0116.html,"22,941",Brisbane,AFC Asian Cup,../competitions/afc_asian_cup.html
3,2015-01-20,Jordan,../vs/jor.html,N,W,2 - 0,0120.html,"25,016",Melbourne,AFC Asian Cup,../competitions/afc_asian_cup.html
4,2015-01-23,United Arab Emirates,../vs/uae.html,N,D,1 - 1,0123.html,P,"19,094",Sydney,AFC Asian Cup,../competitions/afc_asian_cup.html
5,2015-03-27,Tunisia,../vs/tun.html,H,W,2 - 0,0327.html,"34,777",Oita,Kirin Challenge Cup
6,2015-03-31,Uzbekistan,../vs/uzb.html,H,W,5 - 1,0331.html,"46,007",Tokyo,JAL Challenge Cup
