id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1925-05-17,Philippines,../vs/phi.html,A,L,0 - 4,0517.html,Manila,Far Eastern Championship Games,../competitions/far_eastern_championship_games.html
2,1925-05-20,Republic of China,../vs/tpe.html,N,L,0 - 2,0520.html,Manila,Far Eastern Championship Games,../competitions/far_eastern_championship_games.html
