id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1982-03-21,Korea Republic,../vs/kor.html,A,L,0 - 3,0321.html,"40,000",Seoul,Japan-Korea Annual Match
2,1982-06-02,Singapore,../vs/sin.html,H,W,2 - 0,0602.html,"3,759",Hiroshima,Japan Cup Kirin World Soccer
3,1982-07-15,Romania,../vs/rou.html,A,L,0 - 4,0715.html,"55,000",Suceava,International Friendly
4,1982-07-18,Romania,../vs/rou.html,A,L,1 - 3,0718.html,"25,000",Bucharest,International Friendly
5,1982-11-21,Iran,../vs/irn.html,N,W,1 - 0,1121.html,"5,639",New Delhi,Asian Games,../competitions/asian_games.html
6,1982-11-23,Yemen PDR,../vs/sye.html,N,W,3 - 1,1123.html,New Delhi,Asian Games,../competitions/asian_games.html
7,1982-11-25,Korea Republic,../vs/kor.html,N,W,2 - 1,1125.html,New Delhi,Asian Games,../competitions/asian_games.html
8,1982-11-28,Iraq,../vs/irq.html,N,L,0 - 1,1128.html,New Delhi,Asian Games,../competitions/asian_games.html
