id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1979-03-04,Korea Republic,../vs/kor.html,H,W,2 - 1,0304.html,"18,000",Tokyo,Japan-Korea Annual Match
2,1979-05-31,Indonesia,../vs/idn.html,H,W,4 - 0,0531.html,"7,000",Tokyo,Japan Cup
3,1979-06-16,Korea Republic,../vs/kor.html,A,L,1 - 4,0616.html,"30,000",Seoul,Japan-Korea Annual Match
4,1979-06-27,Malaysia,../vs/mas.html,A,D,1 - 1,0627.html,"35,000",Kuala Lumpur,Merdeka Tournament
5,1979-06-29,Thailand,../vs/tha.html,N,W,2 - 1,0629.html,"21,786",Kuala Lumpur,Merdeka Tournament
6,1979-07-01,Burma,../vs/mya.html,N,W,1 - 0,0701.html,"25,000",Kuala Lumpur,Merdeka Tournament
7,1979-07-11,Indonesia,../vs/idn.html,N,D,0 - 0,0711.html,"3,848",Kuala Lumpur,Merdeka Tournament
8,1979-07-13,Singapore,../vs/sin.html,N,W,3 - 1,0713.html,"1,741",Kuala Lumpur,Merdeka Tournament
9,1979-08-23,Korea DPR,../vs/prk.html,A,D,0 - 0,0823.html,Pyongyang,International Friendly
