id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1960-11-06,Korea Republic,../vs/kor.html,A,L,1 - 2,1106.html,"16,000",Seoul,FIFA World Cup Qualifier,../competitions/fifa_world_cup_qualification.html
