id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1964-03-03,Singapore,../vs/sin.html,A,W,2 - 1,0303.html,Singapore,International Friendly
2,1964-10-16,Ghana,../vs/gha.html,H,L,2 - 3,1016.html,"18,474",Tokyo,Summer Olympics,../competitions/summer_olympics.html
