id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1972-07-12,Khmer,../vs/cam.html,N,W,4 - 1,0712.html,"35,000",Kuala Lumpur,Merdeka Tournament
2,1972-07-16,Sri Lanka,../vs/sri.html,N,W,5 - 0,0716.html,Ipoh,Merdeka Tournament
3,1972-07-18,Philippines,../vs/phi.html,N,W,5 - 1,0718.html,Kuala Lumpur,Merdeka Tournament
4,1972-07-22,Malaysia,../vs/mas.html,A,L,1 - 3,0722.html,"40,000",Kuala Lumpur,Merdeka Tournament
5,1972-07-26,Korea Republic,../vs/kor.html,N,L,0 - 3,0726.html,"30,000",Kuala Lumpur,Merdeka Tournament
6,1972-08-04,Philippines,../vs/phi.html,N,W,4 - 1,0804.html,"15,000",Singapore,Pesta Sukan Tournament
7,1972-08-06,Indonesia,../vs/idn.html,N,L,0 - 1,0806.html,Singapore,Pesta Sukan Tournament
8,1972-09-14,Korea Republic,../vs/kor.html,H,D,2 - 2,0914.html,"15,000",Tokyo,Japan-Korea Annual Match
