id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1934-05-13,Dutch East Indies,../vs/idn.html,N,L,1 - 7,0513.html,Manila,Far Eastern Championship Games,../competitions/far_eastern_championship_games.html
2,1934-05-15,Philippines,../vs/phi.html,A,W,4 - 3,0515.html,Manila,Far Eastern Championship Games,../competitions/far_eastern_championship_games.html
3,1934-05-20,Republic of China,../vs/tpe.html,N,L,3 - 4,0520.html,Manila,Far Eastern Championship Games,../competitions/far_eastern_championship_games.html
