id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1961-05-28,Malaya,../vs/mas.html,H,W,3 - 2,0528.html,"5,000",Tokyo,International Friendly
2,1961-06-11,Korea Republic,../vs/kor.html,H,L,0 - 2,0611.html,"25,000",Tokyo,FIFA World Cup Qualifier,../competitions/fifa_world_cup_qualification.html
3,1961-08-02,Malaya,../vs/mas.html,A,L,2 - 3,0802.html,"25,000",Kuala Lumpur,Merdeka Tournament
4,1961-08-06,India,../vs/ind.html,N,W,3 - 1,0806.html,Kuala Lumpur,Merdeka Tournament
5,1961-08-10,South Vietnam,../vs/vso.html,N,L,2 - 3,0810.html,Kuala Lumpur,Merdeka Tournament
6,1961-08-15,Indonesia,../vs/idn.html,N,L,0 - 2,0815.html,"4,000",Singapore,International Friendly
7,1961-11-28,Yugoslavia,../vs/srb.html,H,L,0 - 1,1128.html,Tokyo,International Friendly
