id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1975-06-14,Hong Kong,../vs/hkg.html,A,D,0 - 0,0614.html,P,"26,000",Hong Kong,AFC Asian Cup Qualifier,../competitions/afc_asian_cup_qualification.html
2,1975-06-17,Korea DPR,../vs/prk.html,N,L,0 - 1,0617.html,"30,000",Hong Kong,AFC Asian Cup Qualifier,../competitions/afc_asian_cup_qualification.html
3,1975-06-21,Singapore,../vs/sin.html,N,W,2 - 1,0621.html,"20,000",Hong Kong,AFC Asian Cup Qualifier,../competitions/afc_asian_cup_qualification.html
4,1975-06-23,China PR,../vs/chn.html,N,L,1 - 2,0623.html,"20,000",Hong Kong,AFC Asian Cup Qualifier,../competitions/afc_asian_cup_qualification.html
5,1975-06-26,Hong Kong,../vs/hkg.html,A,W,1 - 0,0626.html,"30,000",Hong Kong,AFC Asian Cup Qualifier,../competitions/afc_asian_cup_qualification.html
6,1975-07-30,Hong Kong,../vs/hkg.html,N,L,0 - 2,0730.html,"5,000",Kuala Lumpur,Merdeka Tournament
7,1975-08-02,Malaysia,../vs/mas.html,A,L,0 - 2,0802.html,"12,000",Kuala Lumpur,Merdeka Tournament
8,1975-08-04,Bangladesh,../vs/ban.html,N,W,3 - 0,0804.html,"4,000",Kuala Lumpur,Merdeka Tournament
9,1975-08-07,Indonesia,../vs/idn.html,N,W,4 - 1,0807.html,Kuala Lumpur,Merdeka Tournament
10,1975-08-09,Korea Republic,../vs/kor.html,N,L,1 - 3,0809.html,Kuala Lumpur,Merdeka Tournament
11,1975-08-11,Thailand,../vs/tha.html,N,W,4 - 0,0811.html,"1,000",Kuala Lumpur,Merdeka Tournament
12,1975-08-14,Burma,../vs/mya.html,N,W,2 - 0,0814.html,Kuala Lumpur,Merdeka Tournament
13,1975-09-08,Korea Republic,../vs/kor.html,A,L,0 - 3,0908.html,"20,000",Seoul,Japan-Korea Annual Match
