id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,2001-03-24,France,../vs/fra.html,A,L,0 - 5,0324.html,"77,000",Saint-Denis,International Friendly
2,2001-04-25,Spain,../vs/esp.html,A,L,0 - 1,0425.html,"15,000",Cordoba,International Friendly
3,2001-05-31,Canada,../vs/can.html,H,W,3 - 0,0531.html,"39,006",Niigata,FIFA Confederations Cup,../competitions/fifa_confederations_cup.html
4,2001-06-02,Cameroon,../vs/cmr.html,H,W,2 - 0,0602.html,"39,430",Niigata,FIFA Confederations Cup,../competitions/fifa_confederations_cup.html
5,2001-06-04,Brazil,../vs/bra.html,H,D,0 - 0,0604.html,"37,470",Kashima,FIFA Confederations Cup,../competitions/fifa_confederations_cup.html
6,2001-06-07,Australia,../vs/aus.html,H,W,1 - 0,0607.html,"48,699",Yokohama,FIFA Confederations Cup,../competitions/fifa_confederations_cup.html
7,2001-06-10,France,../vs/fra.html,H,L,0 - 1,0610.html,"65,335",Yokohama,FIFA Confederations Cup,../competitions/fifa_confederations_cup.html
8,2001-07-01,Paraguay,../vs/par.html,H,W,2 - 0,0701.html,"39,073",Sapporo,Kirin Cup Soccer
9,2001-07-04,Yugoslavia,../vs/srb.html,H,W,1 - 0,0704.html,"38,147",Oita,Kirin Cup Soccer
10,2001-08-15,Australia,../vs/aus.html,H,W,3 - 0,0815.html,"46,404",Shizuoka,AFC/OFC Challenge Cup,../competitions/afc_ofc_challenge_cup.html
11,2001-10-04,Senegal,../vs/sen.html,N,L,0 - 2,1004.html,"3,000",Lens,International Friendly
12,2001-10-07,Nigeria,../vs/nga.html,N,D,2 - 2,1007.html,"11,801",Southampton,International Friendly
13,2001-11-07,Italy,../vs/ita.html,H,D,1 - 1,1107.html,"61,833",Saitama,Kirin Challenge Cup
