id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1984-03-06,Brunei Darussalam,../vs/bru.html,A,W,7 - 1,0306.html,Bandar Seri Begawan,International Friendly
2,1984-04-15,Thailand,../vs/tha.html,N,L,2 - 5,0415.html,"20,000",Singapore,Summer Olympics Qualifier,../competitions/summer_olympics_qualification.html
3,1984-04-18,Malaysia,../vs/mas.html,N,L,1 - 2,0418.html,"30,000",Singapore,Summer Olympics Qualifier,../competitions/summer_olympics_qualification.html
4,1984-04-21,Iraq,../vs/irq.html,N,L,1 - 2,0421.html,"20,000",Singapore,Summer Olympics Qualifier,../competitions/summer_olympics_qualification.html
5,1984-04-26,Qatar,../vs/qat.html,N,L,1 - 2,0426.html,"30,000",Singapore,Summer Olympics Qualifier,../competitions/summer_olympics_qualification.html
6,1984-05-31,China PR,../vs/chn.html,H,W,1 - 0,0531.html,"5,500",Omiya,Japan Cup Kirin World Soccer
7,1984-09-30,Korea Republic,../vs/kor.html,A,W,2 - 1,0930.html,"30,000",Seoul,Japan-Korea Annual Match
