id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1954-03-07,Korea Republic,../vs/kor.html,H,L,1 - 5,0307.html,"6,000",Tokyo,FIFA World Cup Qualifier,../competitions/fifa_world_cup_qualification.html
2,1954-03-14,Korea Republic,../vs/kor.html,H,D,2 - 2,0314.html,"13,000",Tokyo,FIFA World Cup Qualifier,../competitions/fifa_world_cup_qualification.html
3,1954-05-01,Indonesia,../vs/idn.html,N,L,3 - 5,0501.html,"35,000",Manila,Asian Games,../competitions/asian_games.html
4,1954-05-03,India,../vs/ind.html,N,L,2 - 3,0503.html,Manila,Asian Games,../competitions/asian_games.html
