id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1927-08-27,Republic of China,../vs/tpe.html,A,L,1 - 5,0827.html,Shanghai,Far Eastern Championship Games,../competitions/far_eastern_championship_games.html
2,1927-08-29,Philippines,../vs/phi.html,N,W,2 - 1,0829.html,Shanghai,Far Eastern Championship Games,../competitions/far_eastern_championship_games.html
