id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1951-03-07,Iran,../vs/irn.html,N,D,0 - 0,0307.html,"25,000",New Delhi,Asian Games,../competitions/asian_games.html
2,1951-03-08,Iran,../vs/irn.html,N,L,2 - 3,0308.html,"30,000",New Delhi,Asian Games,../competitions/asian_games.html
3,1951-03-09,Afghanistan,../vs/afg.html,N,W,2 - 0,0309.html,New Delhi,Asian Games,../competitions/asian_games.html
