id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1968-03-30,Australia,../vs/aus.html,A,D,2 - 2,0330.html,"12,646",Sydney,International Friendly
2,1968-03-31,Australia,../vs/aus.html,A,L,1 - 3,0331.html,"13,500",Melbourne,International Friendly
3,1968-04-04,Australia,../vs/aus.html,A,W,3 - 1,0404.html,"6,127",Adelaide,International Friendly
4,1968-10-14,Nigeria,../vs/nga.html,N,W,3 - 1,1014.html,"10,000",Puebla,Summer Olympics,../competitions/summer_olympics.html
