id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1930-05-25,Philippines,../vs/phi.html,H,W,7 - 2,0525.html,Tokyo,Far Eastern Championship Games,../competitions/far_eastern_championship_games.html
2,1930-05-29,Republic of China,../vs/tpe.html,H,D,3 - 3,0529.html,Tokyo,Far Eastern Championship Games,../competitions/far_eastern_championship_games.html
