id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1955-01-02,Burma,../vs/mya.html,A,D,1 - 1,0102.html,"30,000",Rangoon,International Friendly
2,1955-01-05,Burma,../vs/mya.html,A,L,0 - 3,0105.html,Rangoon,International Friendly
3,1955-01-08,Burma,../vs/mya.html,A,D,1 - 1,0108.html,Rangoon,International Friendly
4,1955-01-11,Burma,../vs/mya.html,A,W,1 - 0,0111.html,Rangoon,International Friendly
5,1955-10-09,Burma,../vs/mya.html,H,D,0 - 0,1009.html,Tokyo,International Friendly
