id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1988-01-27,United Arab Emirates,../vs/uae.html,A,D,1 - 1,0127.html,Dubai,International Friendly
2,1988-01-30,United Arab Emirates,../vs/uae.html,A,L,0 - 2,0130.html,Abu Dhabi,International Friendly
3,1988-02-02,Oman,../vs/oma.html,A,D,1 - 1,0202.html,Muscat,International Friendly
4,1988-06-02,China PR,../vs/chn.html,H,L,0 - 3,0602.html,"18,000",Nagoya,Kirin Cup Soccer
5,1988-10-26,Korea Republic,../vs/kor.html,H,L,0 - 1,1026.html,"10,000",Tokyo,Japan-Korea Annual Match
