id,Date,Opponent,Link,H/A,Form,Score,Link Match,Attendance,Venue,Competition
1,1936-08-04,Sweden,../vs/swe.html,N,W,3 - 2,0804.html,"5,000",Berlin,Summer Olympics,../competitions/summer_olympics.html
2,1936-08-07,Italy,../vs/ita.html,N,L,0 - 8,0807.html,"8,000",Berlin,Summer Olympics,../competitions/summer_olympics.html
