Player,Link,Club,MP,GP,GS,G,PK,YC,RC
SANO Rihei (GK),../players/sano_rihei.html,Waseda University,180,2,2,0,0,0,0
HORIE Tadao,../players/horie_tadao.html,Waseda WMW,90,1,1,0,0,0,0
KAMO Shogo,../players/kamo_shogo.html,Waseda University,180,2,2,0,0,0,0
KAMO Takeshi,../players/kamo_takeshi.html,Waseda University,180,2,2,0,0,0,0
KAWAMOTO Taizo,../players/kawamoto_taizo.html,Waseda University,180,2,2,1,0,0,0
KIM Yong Sik,../players/kim_yong_sik.html,Keijo Soccer Club,180,2,2,0,0,0,0
MATSUNAGA Akira,../players/matsunaga_akira_19140921.html,Tokyo Liberal Arts and Science University,180,2,2,1,0,0,0
OITA Koichi,../players/oita_koichi.html,Tokyo Imperial University,180,2,2,0,0,0,0
SUZUKI Yasuo,../players/suzuki_yasuo.html,Waseda WMW,90,1,1,0,0,0,0
TAKEUCHI Teizo,../players/takeuchi_teizo.html,Tokyo Imperial University LB,180,2,2,0,0,0,0
TATSUHARA Motoo,../players/tatsuhara_motoo.html,Waseda WMW,180,2,2,0,0,0,0
UKON Tokutaro,../players/ukon_tokutaro.html,Keio University,180,2,2,1,0,0,0
