Player,Link,Club,MP,GP,GS,G,PK,YC,RC
KIKUCHI Shinkichi (GK),../players/kikuchi_shinkichi.html,Verdy Kawasaki,119,2,1,0,0,0,0
KOJIMA Nobuyuki (GK),../players/kojima_nobuyuki.html,Bellmare Hiratsuka,270,3,3,0,0,0,0
MAEKAWA Kazuya (GK),../players/maekawa_kazuya.html,Sanfrecce Hiroshima,450,5,5,0,0,0,0
MATSUNAGA Shigetatsu (GK),../players/matsunaga_shigetatsu.html,Yokohama Marinos,541,6,6,0,0,0,0
SHIMOKAWA Kenichi (GK),../players/shimokawa_kenichi.html,JEF United Ichihara,90,1,1,0,0,0,0
AKITA Yutaka,../players/akita_yutaka.html,Kashima Antlers,180,2,2,1,0,1,0
FUJITA Toshiya,../players/fujita_toshiya.html,Jubilo Iwata,282,6,3,2,0,1,0
FUKUDA Masahiro,../players/fukuda_masahiro.html,Urawa Reds,737,15,7,3,0,0,0
HASEGAWA Kenta,../players/hasegawa_kenta.html,Shimizu S-Pulse,285,3,3,1,0,1,0
HASEGAWA Yoshiyuki,../players/hasegawa_yoshiyuki.html,Kashima Antlers,230,4,2,0,0,0,0
HASHIRATANI Tetsuji,../players/hashiratani_tetsuji.html,Verdy Kawasaki,1376,15,15,0,0,5,1
HAYASHI Kentaro,../players/hayashi_kentaro.html,Verdy Kawasaki,180,2,2,0,0,0,0
HONDA Yasuto,../players/honda_yasuto.html,Kashima Antlers,180,2,2,0,0,0,0
HORIIKE Takumi,../players/horiike_takumi.html,Shimizu S-Pulse,150,2,2,0,0,0,0
IHARA Masami,../players/ihara_masami.html,Yokohama Marinos,1470,16,16,1,0,0,0
ISOGAI Hiromitsu,../players/isogai_hiromitsu.html,Gamba Osaka,134,2,1,0,0,0,0
JO Shoji,../players/jo_shoji.html,JEF United Ichihara,9,1,0,0,0,0,0
KANDA Katsuo,../players/kanda_katsuo.html,Cerezo Osaka,5,1,0,0,0,0,0
KITAZAWA Tsuyoshi,../players/kitazawa_tsuyoshi.html,Verdy Kawasaki,837,14,8,1,0,0,0
KUROSAKI Hisashi,../players/kurosaki_hisashi.html,Kashima Antlers,483,10,5,3,0,0,0
MAEZONO Masakiyo,../players/maezono_masakiyo.html,Yokohama Flugels,360,4,4,0,0,2,0
MIURA Kazuyoshi,../players/miura_kazuyoshi.html,Genoa (ITA) → Verdy Kawasaki,1034,12,12,6,2,1,1
MORISHIMA Hiroaki,../players/morishima_hiroaki.html,Cerezo Osaka,654,9,8,0,0,0,0
MORIYASU Hajime,../players/moriyasu_hajime.html,Sanfrecce Hiroshima,572,9,7,0,0,0,0
NAKAMURA Tadashi,../players/nakamura_tadashi.html,Verdy Kawasaki,167,3,2,0,0,0,0
NAKAYAMA Masashi,../players/nakayama_masashi.html,Jubilo Iwata,274,4,4,1,0,0,0
NANAMI Hiroshi,../players/nanami_hiroshi.html,Jubilo Iwata,151,2,2,2,0,0,0
NARAHASHI Akira,../players/narahashi_akira.html,Bellmare Hiratsuka,659,9,7,0,0,0,0
NATSUKA Yoshihiro,../players/natsuka_yoshihiro.html,Bellmare Hiratsuka,180,2,2,0,0,0,0
NOGUCHI Koji,../players/noguchi_koji.html,Bellmare Hiratsuka,22,1,0,0,0,0,0
OKANO Masayuki,../players/okano_masayuki.html,Urawa Reds,55,3,0,0,0,0,0
OMURA Norio,../players/omura_norio.html,Yokohama Marinos,358,4,4,0,0,2,1
RAMOS Ruy,../players/ramos_ruy.html,Verdy Kawasaki,185,3,3,0,0,1,0
SAWADA Kentaro,../players/sawada_kentaro.html,Kashiwa Reysol,60,2,0,0,0,0,0
SOMA Naoki,../players/soma_naoki.html,Kashima Antlers,779,9,9,0,0,0,0
SUZUKI Masaharu,../players/suzuki_masaharu.html,Yokohama Marinos,9,1,0,0,0,0,0
TASAKA Kazuaki,../players/tasaka_kazuaki.html,Bellmare Hiratsuka,262,4,3,0,0,0,0
TSUNAMI Satoshi,../players/tsunami_satoshi.html,Verdy Kawasaki,270,3,3,0,0,2,0
YAMAGUCHI Motohiro,../players/yamaguchi_motohiro.html,Yokohama Flugels,1290,14,14,1,0,1,0
YAMAGUCHI Toshihiro,../players/yamaguchi_toshihiro.html,Gamba Osaka,141,2,2,0,0,1,0
YANAGIMOTO Hiroshige,../players/yanagimoto_hiroshige.html,Sanfrecce Hiroshima,841,12,9,0,0,0,0
