Player,Link,Club,MP,GP,GS,G,PK,YC,RC
FURUKAWA Yoshio (GK),../players/furukawa_yoshio.html,Dunlop Japan,870,10,10,0,0,0,0
HIRAKI Ryuzo,../players/hiraki_ryuzo.html,Furukawa Electric,870,10,10,1,1,0,0
KAMATA Mitsuo,../players/kamata_mitsuo.html,Chuo University,870,10,10,0,0,0,0
KAWABUCHI Saburo,../players/kawabuchi_saburo.html,Waseda University,690+?,9,8,3,0,0,0
KAWANISHI Takehiko,../players/kawanishi_takehiko.html,Rikkyo University,90,1,1,0,0,0,0
KITAGUCHI Akira,../players/kitaguchi_akira.html,New Mitsubishi Heavy Industries,491+?,7,6,0,0,0,0
MIYAMOTO Masakatsu,../players/miyamoto_masakatsu.html,Waseda University,625,8,8,0,0,0,0
NINOMIYA Hiroshi,../players/ninomiya_hiroshi.html,Keio University → New Mitsubishi Heavy Industries,690+?,9,8,9,0,0,0
OZAWA Michihiro,../players/ozawa_michihiro.html,Toyo Kogyo,780,9,9,0,0,0,0
SAEKI Hiroshi,../players/saeki_hiroshi.html,Yawata Iron & Steel,90,1,1,0,0,0,0
SASAKI Koji,../players/sasaki_koji.html,Dunlop Japan,544+?,8,6,0,0,0,0
SATO Hiroaki,../players/sato_hiroaki.html,Kwangaku Club,180+?,3,3,0,0,0,0
SHIMATANI Seishiro,../players/shimatani_seishiro.html,Kansai University,90,1,1,0,0,0,0
TAKAMORI Yasuo,../players/takamori_yasuo.html,Nippon Kokan,870,10,10,0,0,0,0
TOKITA Masanori,../players/tokita_masanori.html,Tanabe Seiyaku,180+?,3,3,0,0,0,0
UCHINO Masao,../players/uchino_masao.html,Furukawa Electric,330,4,4,1,0,0,0
WATANABE Masashi,../players/watanabe_masashi.html,Rikkyo University,630+?,8,8,4,0,0,0
YAEGASHI Shigeo,../players/yaegashi_shigeo.html,Furukawa Electric,340+?,5,4,0,0,0,0
