Player,Link,Club,MP,GP,GS,G,PK,YC,RC
KAWASHIMA Eiji (GK),../players/kawashima_eiji.html,Standard Liege (BEL),981,11,11,0,0,0,0
NISHIKAWA Shusaku (GK),../players/nishikawa_shusaku.html,Urawa Reds,189,3,2,0,0,0,0
AOYAMA Toshihiro,../players/aoyama_toshihiro.html,Sanfrecce Hiroshima,155,4,3,0,0,0,0
ENDO Yasuhito,../players/endo_yasuhito.html,Gamba Osaka,419,8,4,2,0,1,0
HASEBE Makoto,../players/hasebe_makoto.html,Nuremberg (GER) → Frankfurt (GER),402,6,5,0,0,1,0
HONDA Keisuke,../players/honda_keisuke.html,AC Milan (ITA),1124,13,12,4,1,0,0
HOSOGAI Hajime,../players/hosogai_hajime.html,Hertha Berlin (GER),319,5,3,0,0,0,0
INOHA Masahiko,../players/inoha_masahiko.html,Jubilo Iwata,11,1,0,0,0,0,0
INUI Takashi,../players/inui_takashi.html,Eintracht Frankfurt (GER),77,2,0,2,0,0,0
KAGAWA Shinji,../players/kagawa_shinji.html,Manchester U (ENG) → Dortmund (GER),810,10,9,3,1,0,0
KAKITANI Yoichiro,../players/kakitani_yoichiro.html,Cerezo Osaka → FC Basel (SUI),232,9,3,1,0,0,0
KIYOTAKE Hiroshi,../players/kiyotake_hiroshi.html,Nuremberg (GER) → Hannover 96 (GER),69,3,0,0,0,0,0
KOBAYASHI Yu,../players/kobayashi_yu.html,Kawasaki Frontale,83,2,1,0,0,0,0
KONNO Yasuyuki,../players/konno_yasuyuki.html,Gamba Osaka,391,6,5,1,0,2,0
MINAGAWA Yusuke,../players/minagawa_yusuke.html,Sanfrecce Hiroshima,58,1,1,0,0,0,0
MIZUMOTO Hiroki,../players/mizumoto_hiroki.html,Sanfrecce Hiroshima,90,1,1,0,0,1,0
MORIOKA Ryota,../players/morioka_ryota.html,Vissel Kobe,47,2,1,0,0,0,0
MORISHIGE Masato,../players/morishige_masato.html,FC Tokyo,929,11,10,1,0,2,0
MUTO Yoshinori,../players/muto_yoshinori.html,FC Tokyo,291,6,3,1,0,0,0
NAGATOMO Yuto,../players/nagatomo_yuto.html,Inter Milan (ITA),827,10,9,0,0,0,0
OKAZAKI Shinji,../players/okazaki_shinji.html,1. FSV Mainz 05 (GER),879,13,11,4,0,1,0
OKUBO Yoshito,../players/okubo_yoshito.html,Kawasaki Frontale,325,6,3,1,0,1,0
OSAKO Yuya,../players/osako_yuya.html,1860 Munich (GER) → 1. FC Koln (GER),356,6,5,0,0,1,0
OTA Kosuke,../players/ota_kosuke.html,FC Tokyo,181,3,2,0,0,0,0
SAITO Manabu,../players/saito_manabu.html,Yokohama F. Marinos,23,2,0,0,0,0,0
SAKAI Gotoku,../players/sakai_gotoku.html,VfB Stuttgart (GER),497,7,5,0,0,0,0
SAKAI Hiroki,../players/sakai_hiroki.html,Hannover 96 (GER),220,5,2,0,0,1,0
SAKAI Tatsuya,../players/sakai_tatsuya.html,Sagan Tosu,90,1,1,0,0,0,0
SHIBASAKI Gaku,../players/shibasaki_gaku.html,Kashima Antlers,284,4,3,1,0,0,0
SHIOTANI Tsukasa,../players/shiotani_tsukasa.html,Sanfrecce Hiroshima,180,2,2,0,0,0,0
SUZUKI Daisuke,../players/suzuki_daisuke.html,Kashiwa Reysol,6,1,0,0,0,0,0
TAGUCHI Taishi,../players/taguchi_taishi.html,Nagoya Grampus,103,3,1,0,0,0,0
TANAKA Junya,../players/tanaka_junya.html,Sporting Lisbon (POR),161,3,2,0,0,0,0
TOYODA Yohei,../players/toyoda_yohei.html,Sagan Tosu,50,3,0,1,0,1,0
UCHIDA Atsuto,../players/uchida_atsuto.html,Schalke 04 (GER),543,7,7,1,0,0,0
YAMAGUCHI Hotaru,../players/yamaguchi_hotaru.html,Cerezo Osaka,524,7,6,0,0,0,0
YOSHIDA Maya,../players/yoshida_maya.html,Southampton (ENG),944,11,10,1,0,2,0
