Player,Link,Club,MP,GP,GS,G,PK,YC,RC
FUNAMOTO Koji (GK),../players/funamoto_koji.html,Toyo Kogyo,450,5,5,0,0,0,0
YOKOYAMA Kenzo (GK),../players/yokoyama_kenzo.html,Mitsubishi Heavy Industries,270,3,3,0,0,0,0
ARAI Kozo,../players/arai_kozo.html,Furukawa Electric,720,8,8,2,0,0,0
ASHIKAGA Michio,../players/ashikaga_michio.html,Mitsubishi Heavy Industries,168+?,3,3,0,0,0,0
DAINI Kuniya,../players/daini_kuniya.html,Mitsubishi Heavy Industries,540,6,6,0,0,0,0
FUJIGUCHI Mitsunori,../players/fujiguchi_mitsunori.html,Keio University,12+?,5,3,0,0,0,0
FUJISHIMA Nobuo,../players/fujishima_nobuo.html,Nippon Kokan,268+?,6,3,0,0,0,0
FURUTA Atsuyoshi,../players/furuta_atsuyoshi.html,Waseda University,270+?,4,3,0,0,0,0
HIDAKA Noritaka,../players/hidaka_noritaka.html,Nippon Steel,12,1,0,0,0,0,0
HIRASAWA Shusaku,../players/hirasawa_shusaku.html,Hitachi,90+?,2,1,0,0,0,0
KAMAMOTO Kunishige,../players/kamamoto_kunishige.html,Yanmar,708,8,8,15,0,0,0
KAWAKAMI Nobuo,../players/kawakami_nobuo.html,Hitachi,720,8,8,0,0,0,0
KOBAYASHI George,../players/kobayashi_george.html,Yanmar,136+?,3,3,0,0,0,0
MORI Takaji,../players/mori_takaji.html,Mitsubishi Heavy Industries,676,8,8,0,0,0,0
OGI Aritatsu,../players/ogi_aritatsu.html,Toyo Kogyo,720,8,8,2,1,0,0
OKUDERA Yasuhiko,../players/okudera_yasuhiko.html,Furukawa Electric,235+?,6,4,1,0,0,0
SAKIYA Seiichi,../players/sakiya_seiichi.html,Nippon Steel,?,1,0,0,0,0,0
TAKADA Kazumi,../players/takada_kazumi.html,Mitsubishi Heavy Industries,171+?,5,3,0,0,0,0
YAMAGUCHI Yoshitada,../players/yamaguchi_yoshitada.html,Hitachi,360+?,5,5,0,0,0,0
YOSHIMURA Nelson,../players/yoshimura_daishiro.html,Yanmar,584+?,8,6,1,0,0,0
