Player,Link,Club,MP,GP,GS,G,PK,YC,RC
MORISHITA Shinichi (GK),../players/morishita_shinichi.html,Yamaha,540,6,6,0,0,0,0
FUKUDA Masahiro,../players/fukuda_masahiro.html,Mitsubishi Motors,406,5,5,0,0,0,0
HASEGAWA Kenta,../players/hasegawa_kenta.html,Nissan Motor,540,6,6,2,0,0,0
HASHIRATANI Tetsuji,../players/hashiratani_tetsuji.html,Nissan Motor,540,6,6,1,1,1,0
HORIIKE Takumi,../players/horiike_takumi.html,Yomiuri Soccer Club,540,6,6,0,0,0,0
IHARA Masami,../players/ihara_masami.html,Nissan Motor,540,6,6,0,0,1,0
KIKUHARA Shiro,../players/kikuhara_shiro.html,Yomiuri Soccer Club,316,5,3,0,0,0,0
KUROSAKI Hisashi,../players/kurosaki_hisashi.html,Honda Motor,79,2,1,0,0,0,0
MIURA Kazuyoshi,../players/miura_kazuyoshi.html,Yomiuri Soccer Club,270,3,3,0,0,0,0
NAGASHIMA Akihiro,../players/nagashima_akihiro.html,Matsushita Electric Industrial,248,3,3,0,0,0,0
NAKAYAMA Masashi,../players/nakayama_masashi.html,Yamaha,7,1,0,0,0,0,0
OENOKI Katsumi,../players/oenoki_katsumi.html,Yamaha,10,1,0,0,0,0,0
RAMOS Ruy,../players/ramos_ruy.html,Yomiuri Soccer Club,261,3,3,0,0,1,0
SAKAKURA Yuji,../players/sakakura_yuji.html,Furukawa Electric,450,5,5,0,0,0,0
SANO Toru,../players/sano_toru.html,Nissan Motor,166,3,2,0,0,0,1
SASAKI Masanao,../players/sasaki_masanao.html,Honda Motor,531,6,6,0,0,0,0
SHINTO Katsuyoshi,../players/shinto_katsuyoshi.html,Mitsubishi Motors,180,2,2,0,0,0,0
SORIMACHI Yasuharu,../players/sorimachi_yasuharu.html,All Nippon Airways Soccer Club,20,2,0,0,0,0,0
TAKEDA Nobuhiro,../players/takeda_nobuhiro.html,Yomiuri Soccer Club,212,4,3,0,0,0,0
TANI Shinichiro,../players/tani_shinichiro.html,University of Tsukuba,26,1,0,0,0,0,0
