Player,Link,Club,MP,GP,GS,G,PK,YC,RC
FURUKAWA Yoshio (GK),../players/furukawa_yoshio.html,Dunlop Japan,270,3,3,0,0,0,0
MATSUMOTO Gyoji (GK),../players/matsumoto_gyoji.html,Urawa Club,90,1,1,0,0,0,0
HIRAKI Ryuzo,../players/hiraki_ryuzo.html,Furukawa Electric,360,4,4,0,0,0,0
IWABUCHI Isao,../players/iwabuchi_isao.html,Keio BRB,180,2,2,0,0,0,0
KAMATA Mitsuo,../players/kamata_mitsuo.html,Chuo University,180,2,2,0,0,0,0
KAWABUCHI Saburo,../players/kawabuchi_saburo.html,Waseda University,180,2,2,2,0,0,0
KITAGUCHI Akira,../players/kitaguchi_akira.html,New Mitsubishi Heavy Industries,270,3,3,1,1,0,0
MIYAMOTO Masakatsu,../players/miyamoto_masakatsu.html,Waseda University,46,1,1,0,0,0,0
NAGANUMA Ken,../players/naganuma_ken.html,Furukawa Electric,90,1,1,0,0,0,0
NINOMIYA Hiroshi,../players/ninomiya_hiroshi.html,Keio University,180,2,2,0,0,0,0
OHASHI Kenzo,../players/ohashi_kenzo.html,Yuasa Batteries,90,1,1,0,0,0,0
OMURA Waichiro,../players/omura_waichiro.html,Tanabe Seiyaku,180,2,2,0,0,0,0
OZAWA Michihiro,../players/ozawa_michihiro.html,Toyo Kogyo,360,4,4,0,0,0,0
SAEKI Hiroshi,../players/saeki_hiroshi.html,Yawata Iron & Steel,?,1,0,0,0,0,0
SASAKI Koji,../players/sasaki_koji.html,Dunlop Japan,134,2,1,0,0,0,0
SATO Hiroaki,../players/sato_hiroaki.html,Kwangaku Club,360,4,4,0,0,0,0
SHIGEMATSU Yoshinori,../players/shigematsu_yoshinori.html,Toyo Kogyo,90,1,1,0,0,0,0
TAKABAYASHI Takashi,../players/takabayashi_takashi.html,Tanabe Seiyaku,90,1,1,0,0,0,0
TAKAMORI Yasuo,../players/takamori_yasuo.html,Nippon Kokan,360,4,4,0,0,0,0
UCHINO Masao,../players/uchino_masao.html,Furukawa Electric,90,1,1,0,0,0,0
WATANABE Masashi,../players/watanabe_masashi.html,Rikkyo University,90+?,2,2,1,0,0,0
YAEGASHI Shigeo,../players/yaegashi_shigeo.html,Furukawa Electric,180,2,2,0,0,0,0
