Player,Link,Club,MP,GP,GS,G,PK,YC,RC
原田　福三郎 (GK),../players_unknown/1.html,Osaka Soccer Club,180,2,2,0,0,0,0
MIYAMA Shizuo,../players/miyama_shizuo.html,Rijo Club,180,2,2,0,0,0,0
SHIMIZU Ryuzo,../players/shimizu_ryuzo.html,Tokyo Soccer Club,180,2,2,1,0,0,0
日高　卯三郎,../players_unknown/2.html,Osaka Soccer Club,180,2,2,0,0,0,0
平林　俊夫,../players_unknown/3.html,Osaka Soccer Club,180,2,2,0,0,0,0
神田　清雄,../players_unknown/4.html,Osaka Soccer Club,180,2,2,0,0,0,0
澤潟　節,../players_unknown/5.html,Osaka Soccer Club,180,2,2,0,0,0,0
清水　直右衛門,../players_unknown/6.html,Rijo Club,180,2,2,1,0,0,0
木坂　規矩三,../players_unknown/7.html,Osaka Soccer Club,180,2,2,0,0,0,0
安積　四郎,../players_unknown/8.html,Osaka Soccer Club,180,2,2,0,0,0,0
藤原　良夫,../players_unknown/9.html,Osaka Soccer Club,90,1,1,0,0,0,0
井上　俊平,../players_unknown/10.html,Osaka Soccer Club,90,1,1,0,0,0,0
