Player,Link,Club,MP,GP,GS,G,PK,YC,RC
SAITO Saizo (GK),../players/saito_saizo.html,Kwansei Gakuin University,180,2,2,0,0,0,0
GOTO Yukio,../players/goto_yukio.html,Kwansei Gakuin University,180,2,2,0,0,0,0
IDE Tameo,../players/ide_tameo.html,Waseda University,11,1,0,0,0,0,0
SHINOJIMA Hideo,../players/shinojima_hideo.html,Tokyo Imperial University,180,2,2,1,0,0,0
TAKAYAMA Tadao,../players/takayama_tadao.html,Tokyo Imperial University,180,2,2,1,0,0,0
TAKENOKOSHI Shigemaru,../players/takenokoshi_shigemaru.html,Tokyo Imperial University LB,180,2,2,0,0,0,0
TAKEUCHI Teizo,../players/takeuchi_teizo.html,Tokyo Imperial University,180,2,2,0,0,0,0
TESHIMA Shiro,../players/teshima_shiro.html,Tokyo Imperial University,180,2,2,2,0,0,0
本田　長康,../players_unknown/23.html,Waseda University,169,2,2,0,0,0,0
春山　泰雄,../players_unknown/27.html,Tokyo Imperial University,180,2,2,0,0,0,0
若林　竹雄,../players_unknown/31.html,Tokyo Imperial University,136,2,2,4,0,0,0
市橋　時蔵,../players_unknown/32.html,Keio University,44,2,0,1,0,0,0
野澤　正雄,../players_unknown/33.html,Tokyo Imperial University,180,2,2,0,0,0,0
